RUC_ID,Tipo_empresa,Grupo_Empresarial,Sector,N_locales,N_trabajadores,Crecimiento_Anual,Tamaño_Fact,Cliente
20119546851,PRIVADA,1,Consumer,1,566,17.83%, 2 ,NO
20394723259,PRIVADA,1,0,1,112,1.72%, 1 ,NO
20461665820,PRIVADA,1,0,1,182,10.20%, 1 ,NO
20110168803,PRIVADA,1,0,1,222,1.60%, 1 ,NO
20508167459,PRIVADA,1,0,1,49,6.80%, 1 ,NO
20477983708,PRIVADA,1,0,1,253,24.81%, 1 ,NO
20517737560,PRIVADA,1,0,1,390,10.20%, 1 ,NO
20416414018,PRIVADA,1,Retail,1,156,5.46%, 2 ,SI
20600045521,PRIVADA,1,Automotive,1,178,20.49%, 2 ,NO
20342762779,PRIVADA,1,Retail,1,66,25.36%, 2 ,SI
20486812801,PRIVADA,1,0,1,47,15.99%, 1 ,NO
20303063413,PRIVADA,1,Consumer,1,147,12.15%, 2 ,SI
20498848428,PRIVADA,1,0,1,88,7.91%, 1 ,NO
20272858218,PRIVADA,1,0,1,11,1.70%, 1 ,NO
20600739477,PRIVADA,1,Retail,1,211,36.42%, 2 ,NO
20101070671,PRIVADA,1,Transportation & Logistics,1,458,18.22%, 2 ,NO
20406495494,CONSORCIO,1,0,1,55,9.35%, 1 ,NO
20123468679,PRIVADA,1,0,1,137,22.06%, 1 ,NO
20107290177,PRIVADA,1,Metals and Mining,1,276,18.22%, 2 ,NO
20123434189,PRIVADA,1,0,1,22,53.13%, 1 ,NO
20440422072,CONSORCIO,1,0,1,18,22.93%, 1 ,NO
20421421669,PRIVADA,1,Engineering & Construction,1,279,42.29%, 2 ,NO
20102123833,PRIVADA,1,0,1,6,31.15%, 1 ,NO
20100099102,PRIVADA,1,0,1,19,10.70%, 1 ,NO
20107314378,PRIVADA,1,0,1,183,1.70%, 1 ,NO
20396419093,PRIVADA,1,Automotive,1,342,12.95%, 2 ,NO
20524257514,PRIVADA,1,0,1,111,43.69%, 1 ,NO
20114803228,PRIVADA,1,Hospitality & Leisure,7,1536,0.98%, 2 ,SI
20153045021,PRIVADA,1,Hospitality & Leisure,1,3759,-2.89%, 2 ,NO
20450878244,CONSORCIO,1,0,2,16,21.55%, 1 ,NO
10282131515,PRIVADA,1,0,1,8,64.20%, 1 ,NO
20512759778,PRIVADA,1,Retail,1,127,-3.16%, 2 ,SI
20100262291,PRIVADA,1,0,5,53,2.82%, 1 ,NO
20519219922,PRIVADA,1,Engineering & Construction,1,416,66.85%, 2 ,NO
20433469039,PRIVADA,1,Automotive,1,156,5.46%, 2 ,NO
20347845150,PRIVADA,1,Transportation & Logistics,2,235,0.98%, 2 ,SI
20544263642,PRIVADA,1,Engineering & Construction,1,1466,1.01%, 2 ,NO
20427801625,PRIVADA,1,Retail,1,133,18.38%, 2 ,SI
20174399957,PRIVADA,1,0,1,53,118.81%, 1 ,NO
20140181405,PRIVADA,1,0,2,19,12.90%, 1 ,NO
20549011196,PRIVADA,1,Engineering & Construction,1,1188,58.74%, 2 ,NO
20517834255,PRIVADA,1,Consumer,1,1621,-3.16%, 2 ,NO
20113940515,PRIVADA,1,0,1,29,20.46%, 1 ,NO
20480298412,PRIVADA,1,0,1,12,19.66%, 1 ,NO
20101259448,PRIVADA,1,0,1,42,27.36%, 1 ,NO
20148332771,PRIVADA,1,0,1,26,7.73%, 1 ,NO
20538379302,PRIVADA,1,Metals and Mining,1,44,71.46%, 2 ,SI
20507398210,PRIVADA,1,Automotive,1,0,0.73%, 2 ,NO
20355983910,PRIVADA,1,0,1,54,6.09%, 1 ,NO
20523102967,PRIVADA,1,0,1,17,28.79%, 1 ,NO
20354286581,PRIVADA,1,0,1,129,5.90%, 1 ,NO
20501523837,PRIVADA,1,Engineering & Construction,1,1101,12.82%, 2 ,NO
20506281912,PRIVADA,1,0,1,7,31.00%, 1 ,NO
20100060150,PRIVADA,1,Pharma & Life Sciences ,3,812,-3.08%, 2 ,SI
20172627421,PRIVADA,1,Education - National,3,1351,15.37%, 2 ,NO
20553476209,PRIVADA,1,0,1,69,35.67%, 1 ,NO
20447710715,CONSORCIO,1,0,1,17,21.18%, 1 ,NO
20154727826,PRIVADA,1,0,2,63,51.83%, 1 ,NO
20136974697,PRIVADA,1,Consumer,5,885,0.80%, 2 ,NO
20101298851,PRIVADA,1,Consumer,1,1722,0.80%, 2 ,NO
20100312736,PRIVADA,1,Retail,1,27,74.26%, 2 ,SI
20182246078,PRIVADA,1,Technology,1,100,1.82%, 2 ,SI
20427799973,PRIVADA,1,Retail,1,976,6.37%, 2 ,NO
20145496170,PUBLICA,1,"Central, National, Federal Government",2,0,140.40%, 2 ,NO
20352338738,PRIVADA,1,0,1,67,24.81%, 1 ,NO
20348735692,PRIVADA,1,Consumer,1,1140,7.39%, 2 ,SI
20290087873,PRIVADA,1,0,1,12,9.35%, 1 ,NO
20519339235,PRIVADA,1,0,1,30,31.12%, 1 ,NO
20479378763,PRIVADA,1,0,1,18,24.94%, 1 ,NO
20458538701,PRIVADA,1,Metals and Mining,1,303,20.89%, 2 ,NO
20513809914,PRIVADA,1,0,1,55,17.08%, 1 ,NO
20300672079,PRIVADA,1,0,1,28,80.97%, 1 ,NO
20406339361,PRIVADA,1,Metals and Mining,1,96,13.43%, 2 ,NO
20556281140,PRIVADA,1,Health Services,1,667,6.83%, 2 ,NO
20131719559,PRIVADA,1,Transportation & Logistics,2,159,15.37%, 2 ,NO
20370567078,PRIVADA,1,0,1,104,6.80%, 1 ,NO
20101066992,PRIVADA,1,0,1,119,4.68%, 1 ,NO
10035793521,PRIVADA,1,0,1,89,-9.22%, 1 ,NO
20392995006,PRIVADA,1,Manufacturing,1,180,32.47%, 2 ,NO
20505550111,PRIVADA,1,0,1,29,9.53%, 1 ,NO
20386489263,PRIVADA,1,0,1,305,9.53%, 1 ,NO
20147883952,PRIVADA,1,Education - National,1,1790,5.70%, 2 ,NO
20554201220,PRIVADA,1,0,1,21,1.72%, 1 ,NO
20536903519,PRIVADA,1,Manufacturing,9,193,0.73%, 2 ,SI
20547999691,PRIVADA,1,Consumer,1,592,35.99%, 2 ,SI
20100451931,PRIVADA,1,0,1,15,8.69%, 1 ,NO
20515468499,PRIVADA,1,0,1,45,27.38%, 1 ,NO
20516276950,PRIVADA,1,0,1,10,-2.38%, 1 ,NO
20100239559,PRIVADA,1,Retail,1,658,-3.08%, 2 ,NO
20492307883,PRIVADA,1,0,1,27,20.30%, 1 ,NO
20134309181,PRIVADA,1,0,1,19,3.83%, 1 ,NO
20499709944,PRIVADA,1,Retail,1,832,7.72%, 4 ,NO
20535704539,PRIVADA,1,0,1,42,12.78%, 1 ,NO
20403227103,PRIVADA,1,0,1,7,5.10%, 1 ,NO
20264846855,PRIVADA,1,Consumer,1,181,0.73%, 2 ,SI
20479378411,PRIVADA,1,0,1,72,10.40%, 1 ,NO
20112827171,PRIVADA,1,0,1,18,1.27%, 1 ,NO
20516827425,PRIVADA,1,0,1,17,15.30%, 1 ,NO
20543298574,PRIVADA,1,Power & Utilities,1,0,462.11%, 2 ,NO
20100512077,PRIVADA,1,0,2,82,7.77%, 1 ,NO
20266409461,PRIVADA,1,Asset & Wealth Management,1,0,-7.24%, 2 ,NO
20494318483,PRIVADA,1,0,1,22,19.41%, 1 ,NO
20494402433,PRIVADA,1,0,1,15,1.04%, 1 ,NO
20490178474,PRIVADA,1,0,1,34,30.01%, 1 ,NO
10074915910,PRIVADA,1,0,1,11,-6.11%, 1 ,NO
10199256641,PRIVADA,1,0,1,5,2.82%, 1 ,NO
20116507596,PRIVADA,1,0,1,45,9.85%, 1 ,NO
20101330410,PRIVADA,1,0,2,25,7.65%, 1 ,NO
20548771022,PRIVADA,1,0,1,11,53.55%, 1 ,NO
20475815247,PRIVADA,1,0,1,92,5.82%, 1 ,NO
20553255881,CONSORCIO,1,0,1,315,56.00%, 1 ,NO
20525329730,PRIVADA,1,0,1,1338,2.47%, 1 ,NO
20186370571,PRIVADA,1,0,1,72,10.63%, 1 ,NO
20303972821,PRIVADA,1,0,1,266,9.53%, 1 ,NO
20455247447,PRIVADA,1,0,1,10,6.84%, 1 ,NO
20492470873,PRIVADA,1,0,1,157,24.91%, 1 ,NO
20600892470,PRIVADA,1,Retail,1,689,15.86%, 2 ,SI
20481409714,PRIVADA,1,0,1,17,22.06%, 1 ,NO
20506248036,PRIVADA,1,0,1,24,43.34%, 1 ,NO
20481555371,PRIVADA,1,0,1,74,-3.95%, 1 ,NO
20486213681,PRIVADA,1,0,1,17,10.02%, 1 ,NO
20411808972,PRIVADA,1,Consumer,2,4801,15.18%, 2 ,NO
20271470381,PRIVADA,1,0,1,50,3.53%, 1 ,NO
20144215649,PRIVADA,1,0,1,414,9.53%, 1 ,NO
20600020022,PRIVADA,1,Metals and Mining,1,385,15.75%, 2 ,NO
20552655932,PRIVADA,1,0,1,49,25.89%, 1 ,NO
20522163890,PRIVADA,1,Transportation & Logistics,1,348,-3.08%, 2 ,SI
20474529291,PRIVADA,1,0,1,99,19.56%, 1 ,NO
20100004594,PRIVADA,1,0,1,24,-0.91%, 1 ,NO
20514020907,PRIVADA,1,Asset & Wealth Management,1,311,12.51%, 2 ,NO
20489333431,PRIVADA,1,0,1,177,37.91%, 1 ,NO
20109453057,PRIVADA,1,0,1,96,42.82%, 1 ,NO
20108045231,PRIVADA,1,0,1,61,-3.10%, 1 ,NO
20505642156,PRIVADA,1,0,1,58,22.37%, 1 ,NO
20554556192,PRIVADA,1,Consumer,1,1656,282.28%, 2 ,NO
20516775280,PRIVADA,1,Retail,1,22,15.72%, 2 ,NO
20536634607,CONSORCIO,1,Engineering & Construction,1,78,15.54%, 2 ,SI
20305909611,PRIVADA,1,Manufacturing,1,351,3.22%, 2 ,NO
20497062781,PRIVADA,1,Metals and Mining,2,126,3.22%, 2 ,NO
20255172884,PRIVADA,1,Retail,1,104,11.48%, 2 ,SI
20439859572,PRIVADA,1,0,1,75,26.46%, 1 ,NO
20510973942,PRIVADA,1,0,2,82,29.85%, 1 ,NO
10082047447,PRIVADA,1,0,1,14,-4.76%, 1 ,NO
20312701031,PRIVADA,1,0,2,310,1.87%, 1 ,NO
20506550328,PRIVADA,1,0,1,49,13.49%, 1 ,NO
20123110367,PRIVADA,1,0,1,43,7.94%, 1 ,NO
20123356366,PRIVADA,1,0,1,32,23.23%, 1 ,NO
20396900719,PRIVADA,1,0,1,14,49.83%, 1 ,NO
20104498044,PRIVADA,1,Consumer,2,2377,26.08%, 2 ,SI
20522109178,PRIVADA,1,Retail,1,16,30.82%, 2 ,NO
20106696269,PRIVADA,1,0,1,101,21.18%, 1 ,NO
20452857236,PRIVADA,1,0,1,17,1.87%, 1 ,NO
20143612431,PRIVADA,1,0,1,192,7.65%, 1 ,NO
20128985841,PRIVADA,1,0,1,121,2.42%, 1 ,NO
20100162076,PRIVADA,1,Business Services,1,5296,11.20%, 2 ,NO
20489418691,PRIVADA,1,0,1,163,-5.28%, 1 ,NO
20126579943,PRIVADA,1,0,1,26,-0.91%, 1 ,NO
20344764540,PRIVADA,1,Engineering & Construction,1,1705,-2.17%, 2 ,NO
20539877888,PRIVADA,1,0,1,36,43.21%, 1 ,NO
20391198897,PRIVADA,1,0,1,217,9.53%, 1 ,NO
20509783625,PRIVADA,1,Engineering & Construction,1,915,137.77%, 2 ,NO
20100176701,PRIVADA,1,Automotive,2,354,-4.59%, 2 ,NO
20494498104,PRIVADA,1,0,1,4,2.82%, 1 ,NO
20288529087,PRIVADA,1,0,1,46,5.65%, 1 ,NO
20102892381,PRIVADA,1,Transportation & Logistics,1,181,31.97%, 2 ,NO
20114883230,PRIVADA,1,0,5,190,-5.75%, 1 ,NO
20470059738,PRIVADA,1,0,1,44,6.51%, 1 ,NO
20504892728,PRIVADA,1,0,1,62,8.67%, 1 ,NO
20556626490,CONSORCIO,1,Business Services,1,5,-2.17%, 2 ,NO
20131872233,PRIVADA,1,0,1,134,21.18%, 1 ,NO
20504299628,PRIVADA,1,Retail,1,32,9.21%, 2 ,NO
20565226038,PRIVADA,1,0,1,74,11.14%, 1 ,NO
20517650871,PRIVADA,1,0,1,15,31.30%, 1 ,NO
20281244222,PRIVADA,1,0,1,573,7.94%, 1 ,NO
20158820260,PRIVADA,1,0,2,162,6.03%, 1 ,NO
20518660536,PRIVADA,1,0,1,40,12.55%, 1 ,NO
20100299969,PRIVADA,1,0,1,39,-3.75%, 1 ,NO
20526276486,PRIVADA,1,0,1,16,9.53%, 1 ,NO
20530141510,PRIVADA,1,0,1,20,11.17%, 1 ,NO
20519913896,PRIVADA,1,0,1,9,26.00%, 1 ,NO
20118096691,PRIVADA,1,0,2,120,25.89%, 1 ,NO
20116355559,PRIVADA,1,0,1,28,9.53%, 1 ,NO
20348325281,PRIVADA,1,0,1,47,5.10%, 1 ,NO
20498672478,PRIVADA,1,Energy,1,88,15.72%, 2 ,NO
20505057822,PRIVADA,1,0,1,71,26.42%, 1 ,NO
20443848178,PRIVADA,1,0,1,113,2.82%, 1 ,NO
20194541008,PRIVADA,1,0,1,18,-1.15%, 1 ,NO
20319363221,PRIVADA,1,Education - National,2,1591,15.61%, 2 ,NO
20481221162,PRIVADA,1,0,1,91,-3.09%, 1 ,NO
20449239394,PRIVADA,1,0,1,65,22.12%, 1 ,NO
20548040320,PRIVADA,1,Engineering & Construction,1,3,404.38%, 2 ,NO
20384158081,PRIVADA,1,0,1,72,19.66%, 1 ,NO
20523706803,PRIVADA,1,0,1,3,48.11%, 1 ,NO
20451871286,PRIVADA,1,Consumer,1,5085,26.69%, 2 ,SI
20566004934,PRIVADA,1,0,1,1,63.01%, 1 ,NO
20100162742,PRIVADA,1,Health Services,2,898,8.52%, 2 ,NO
20469995411,PRIVADA,1,0,1,121,9.85%, 1 ,NO
20523915399,PRIVADA,1,0,1,71,17.70%, 1 ,NO
20446323572,PRIVADA,1,0,1,154,-5.83%, 1 ,NO
20555901179,PRIVADA,1,Transportation & Logistics,1,1462,30.96%, 2 ,NO
20456174834,PRIVADA,1,0,1,397,3.78%, 1 ,NO
20488021177,PRIVADA,1,0,1,6,28.83%, 1 ,NO
20481542805,PRIVADA,1,0,1,16,13.00%, 1 ,NO
20127171212,PRIVADA,1,0,1,153,9.53%, 1 ,NO
20119407738,PRIVADA,1,Transportation & Logistics,2,1260,8.52%, 2 ,NO
20482309209,PRIVADA,1,0,1,11,25.30%, 1 ,NO
20513014121,PRIVADA,1,0,1,10,26.87%, 1 ,NO
20101362702,PRIVADA,1,Consumer,2,1878,3.22%, 2 ,NO
20507889973,PRIVADA,1,0,1,33,6.03%, 1 ,NO
20306219996,PRIVADA,1,"Forest, Paper & Packaging",1,220,11.48%, 2 ,NO
20440444394,PRIVADA,1,0,1,347,8.67%, 1 ,NO
20506427551,PRIVADA,1,0,2,733,10.18%, 1 ,NO
20506228515,PRIVADA,1,Consumer,13,416,-15.13%, 2 ,NO
20480325088,PRIVADA,1,0,1,179,7.94%, 1 ,NO
20100249350,PRIVADA,1,0,1,116,-6.43%, 1 ,NO
20100352444,PRIVADA,1,0,1,28,10.70%, 1 ,NO
20100001579,PRIVADA,1,0,1,349,7.77%, 1 ,NO
20100653487,PRIVADA,1,0,1,78,19.41%, 1 ,NO
20517227103,PRIVADA,1,0,1,149,24.81%, 1 ,NO
20213447611,PRIVADA,1,0,1,213,24.81%, 1 ,NO
20552869495,PRIVADA,1,0,1,19,21.18%, 1 ,NO
20441802863,PRIVADA,1,0,1,34,24.94%, 1 ,NO
20119041148,PRIVADA,1,0,1,416,-45.72%, 1 ,NO
20307328471,PRIVADA,1,Transportation & Logistics,1,168,31.97%, 2 ,SI
20101876137,PRIVADA,1,0,1,48,10.51%, 1 ,NO
20268141899,PRIVADA,1,0,1,36,-15.69%, 1 ,NO
20432427928,PRIVADA,1,0,1,89,2.49%, 1 ,NO
20447023394,PRIVADA,1,0,2,247,-5.75%, 1 ,NO
20393864886,PRIVADA,1,Retail,1,265,31.97%, 2 ,NO
20261126568,PRIVADA,1,Automotive,6,39,-0.10%, 4 ,SI
20543265056,PRIVADA,1,Automotive,12,196,-2.17%, 2 ,NO
20374211545,PRIVADA,1,0,1,13,10.51%, 1 ,NO
10077276144,PRIVADA,1,0,5,33,2.78%, 1 ,NO
20452778875,PRIVADA,1,0,1,17,11.17%, 1 ,NO
10250104087,PRIVADA,1,0,1,3,25.76%, 1 ,NO
20528232931,PRIVADA,1,0,1,18,44.10%, 1 ,NO
20551615856,PRIVADA,1,0,1,14,21.55%, 1 ,NO
20100181704,PRIVADA,1,0,1,19,-3.60%, 1 ,NO
10048284316,PRIVADA,1,0,1,4,7.03%, 1 ,NO
20600025377,PRIVADA,1,0,1,0,96.57%, 1 ,NO
20369505794,PRIVADA,1,0,1,71,10.08%, 1 ,NO
20451806972,PRIVADA,1,0,1,721,16.27%, 1 ,NO
20600265947,PRIVADA,1,0,1,15,66.20%, 1 ,NO
20100302269,PRIVADA,1,0,2,10,7.06%, 1 ,NO
20476260303,PRIVADA,1,0,1,12,1.75%, 1 ,NO
20228938824,PRIVADA,1,0,1,55,-2.02%, 1 ,NO
20429634882,PRIVADA,1,0,1,48,17.79%, 1 ,NO
20101298770,PRIVADA,1,0,1,86,6.51%, 1 ,NO
20554816526,PRIVADA,1,Insurance,1,22,11.48%, 2 ,SI
20525538738,PRIVADA,1,Consumer,1,209,15.61%, 2 ,NO
20546981518,PRIVADA,1,0,1,74,9.69%, 1 ,NO
20100588642,PRIVADA,1,0,2,40,7.51%, 1 ,NO
20498441662,PRIVADA,1,0,1,48,-5.75%, 1 ,NO
20504898173,PRIVADA,1,Energy,1,1502,10.32%, 2 ,NO
20502472284,PRIVADA,1,0,1,14,7.65%, 1 ,NO
20471744493,PRIVADA,1,Engineering & Construction,1,153,20.45%, 2 ,NO
20508237252,PRIVADA,1,0,1,5,1.72%, 1 ,NO
20104347691,PRIVADA,1,0,2,279,4.55%, 1 ,NO
20601267200,PRIVADA,1,0,1,67,9.35%, 1 ,NO
20387253191,PRIVADA,1,0,1,109,9.51%, 1 ,NO
20504292968,PRIVADA,1,0,1,225,7.77%, 1 ,NO
20137973589,PRIVADA,1,0,1,156,6.49%, 1 ,NO
20393065495,PRIVADA,1,0,1,7,28.35%, 1 ,NO
20511995028,PRIVADA,1,Energy,1,444,20.45%, 2 ,NO
20295754444,PRIVADA,1,0,1,125,16.27%, 1 ,NO
20269764211,PRIVADA,1,0,1,71,9.53%, 1 ,NO
20510579454,PRIVADA,1,Retail,1,316,-6.16%, 2 ,NO
20567129331,PRIVADA,1,Power & Utilities,1,6,261.32%, 2 ,SI
20509997340,PRIVADA,1,0,1,19,22.35%, 1 ,NO
20388853752,PRIVADA,1,Retail,1,398,7.03%, 2 ,NO
20138221157,PRIVADA,1,0,1,511,24.81%, 1 ,NO
20506679011,PRIVADA,1,0,1,95,0.30%, 1 ,NO
20107945874,PRIVADA,1,0,4,201,-6.20%, 1 ,NO
20261572690,PRIVADA,1,0,1,38,5.91%, 1 ,NO
20100080002,PRIVADA,1,0,1,19,6.75%, 1 ,NO
20376729126,PRIVADA,1,Consumer,1,237,4.48%, 2 ,NO
20421494895,PRIVADA,1,0,1,10,4.19%, 1 ,NO
20510673124,PRIVADA,1,0,1,16,5.54%, 1 ,NO
20100322456,PRIVADA,1,0,1,17,4.55%, 1 ,NO
20327420250,PRIVADA,1,0,1,27,10.18%, 1 ,NO
20262892388,PRIVADA,1,0,1,41,17.63%, 1 ,NO
20333972248,PRIVADA,1,0,2,93,15.30%, 1 ,NO
20554385282,PRIVADA,1,0,1,38,25.99%, 1 ,NO
20510960450,PRIVADA,1,0,1,20,11.17%, 1 ,NO
20294448544,PRIVADA,1,Engineering & Construction,1,19,4.48%, 2 ,NO
20122138161,PRIVADA,1,Retail,3,498,4.48%, 2 ,NO
20433661495,PRIVADA,1,Engineering & Construction,1,226,21.84%, 2 ,NO
20450105466,PRIVADA,1,0,1,70,24.81%, 1 ,NO
20337682066,PRIVADA,1,0,1,174,18.43%, 1 ,NO
20110931248,PRIVADA,1,0,1,41,20.46%, 1 ,NO
20352166007,PRIVADA,1,0,1,18,15.54%, 1 ,NO
20232236273,PUBLICA,1,Power & Utilities,1,114,7.10%, 2 ,NO
20161864812,PRIVADA,1,0,1,13,-3.18%, 1 ,NO
20467675436,PRIVADA,1,Retail,1,1057,4.48%, 2 ,SI
20110284978,PRIVADA,1,0,1,61,9.51%, 1 ,NO
20101152210,PRIVADA,1,0,1,34,16.26%, 1 ,NO
20454276761,PRIVADA,1,Business Services,1,1479,26.95%, 2 ,NO
20224133929,PRIVADA,1,0,3,305,10.40%, 1 ,NO
20507725270,PRIVADA,1,0,1,34,1.22%, 1 ,NO
20552504641,PRIVADA,1,Telecommunications,1,299,22.91%, 2 ,NO
20495136231,PRIVADA,1,0,1,14,22.37%, 1 ,NO
20550330050,PRIVADA,1,Consumer,1,1391,16.07%, 2 ,SI
20486056640,PRIVADA,1,0,1,118,32.06%, 1 ,NO
20100002621,PRIVADA,1,Consumer,1,224,7.10%, 2 ,NO
20450948986,PRIVADA,1,0,1,72,10.42%, 1 ,NO
20537698889,PRIVADA,1,Power & Utilities,1,5,-32.77%, 2 ,SI
20104582428,PRIVADA,1,"Forest, Paper & Packaging",2,163,4.48%, 2 ,SI
20517182673,PRIVADA,1,Health Services,1,137,-8.99%, 2 ,NO
20543847420,PRIVADA,1,Chemicals,1,26,41.20%, 2 ,NO
20144061587,PRIVADA,1,0,1,59,-5.75%, 1 ,NO
20337935029,PRIVADA,1,0,1,48,3.83%, 1 ,NO
20510169043,PRIVADA,1,Business Services,1,55,13.91%, 2 ,NO
20100337992,PRIVADA,1,0,2,37,4.68%, 1 ,SI
20127251089,PRIVADA,1,0,1,171,6.03%, 1 ,NO
20100211034,PUBLICA,1,Power & Utilities,12,683,16.00%, 2 ,NO
20333610842,PRIVADA,1,0,1,83,2.86%, 1 ,NO
20517584631,PRIVADA,1,0,1,144,10.20%, 1 ,NO
20509882950,PRIVADA,1,0,1,92,-0.27%, 1 ,NO
20462527137,PRIVADA,1,Business Services,5,2101,7.10%, 2 ,NO
20106971235,PRIVADA,1,0,1,30,7.73%, 1 ,NO
20551375791,PRIVADA,1,0,1,100,14.52%, 1 ,NO
20100075858,PRIVADA,1,Energy,1,232,7.20%, 2 ,NO
20424084418,PRIVADA,1,0,1,16,6.80%, 1 ,NO
20108081202,PRIVADA,1,0,1,19,7.51%, 1 ,NO
20492465527,PRIVADA,1,0,1,283,16.26%, 1 ,NO
20293242551,PRIVADA,1,0,1,19,29.85%, 1 ,NO
20102266359,PRIVADA,1,0,1,213,9.53%, 1 ,NO
20100309867,PRIVADA,1,0,1,108,16.66%, 1 ,NO
20565385004,PRIVADA,1,0,1,78,6.80%, 1 ,NO
20260929497,PRIVADA,1,0,1,12,10.52%, 1 ,NO
20504680623,PRIVADA,1,0,5,171,29.53%, 1 ,NO
20510886209,PRIVADA,1,0,1,548,-12.50%, 1 ,NO
20527409242,PRIVADA,1,0,1,13,18.31%, 1 ,NO
20563120135,PRIVADA,1,Consumer,1,215,-5.75%, 2 ,SI
20123337906,PRIVADA,1,0,1,15,41.91%, 1 ,NO
20203769963,PRIVADA,1,0,1,75,-4.19%, 1 ,NO
20119873542,PRIVADA,1,0,1,94,7.06%, 1 ,NO
20129973880,PRIVADA,1,0,1,53,22.28%, 1 ,NO
20156399036,PRIVADA,1,Media & Entertainment,1,0,59.58%, 2 ,SI
20486765454,PRIVADA,1,0,1,125,17.72%, 1 ,NO
20352427081,PRIVADA,1,Power & Utilities,1,0,-9.55%, 2 ,NO
20265713247,PRIVADA,1,0,1,20,5.50%, 1 ,NO
20101097448,PRIVADA,1,0,3,64,10.54%, 1 ,NO
20101092306,PRIVADA,1,0,1,33,13.54%, 1 ,NO
20510103531,PRIVADA,1,0,1,72,12.26%, 1 ,NO
20525006728,PRIVADA,1,0,1,42,29.84%, 1 ,NO
20109161609,PRIVADA,1,0,1,69,7.73%, 1 ,NO
20418108151,PRIVADA,1,Consumer,2,2184,7.03%, 2 ,SI
20100812542,PRIVADA,1,0,1,145,7.06%, 1 ,NO
20516070316,PRIVADA,1,0,1,0,-7.79%, 1 ,NO
20505670443,PRIVADA,1,Hospitality & Leisure,1,1518,7.10%, 2 ,SI
20600543459,PRIVADA,1,0,1,249,18.43%, 1 ,NO
20115699271,PRIVADA,1,0,1,223,21.18%, 1 ,NO
20330602890,PRIVADA,1,0,1,19,5.65%, 1 ,NO
20349264413,PRIVADA,1,0,1,378,2.49%, 1 ,NO
20518257723,PRIVADA,1,Telecommunications,1,52,25.94%, 2 ,SI
20517666361,PRIVADA,1,0,1,77,2.20%, 1 ,NO
20568169094,PRIVADA,1,0,1,8,6.75%, 1 ,NO
20265797599,PRIVADA,1,0,1,17,1.72%, 1 ,NO
20168406887,PRIVADA,1,0,1,14,9.35%, 1 ,NO
20348851251,PRIVADA,1,0,1,3,-0.78%, 1 ,NO
20468261082,PRIVADA,1,0,1,18,7.91%, 1 ,NO
20100146895,PRIVADA,1,Engineering & Construction,2,1441,4.53%, 2 ,NO
20277131570,PRIVADA,1,0,6,47,16.80%, 1 ,NO
20305556786,PRIVADA,1,Media & Entertainment,1,419,108.84%, 2 ,NO
20440256806,PRIVADA,1,0,1,47,25.30%, 1 ,NO
20329973256,PRIVADA,1,Energy,12,218,11.48%, 2 ,NO
20498680144,PRIVADA,1,0,1,336,-4.19%, 1 ,NO
20498280634,PRIVADA,1,0,1,26,7.77%, 1 ,NO
20454158050,PRIVADA,1,0,2,73,36.02%, 1 ,NO
20511988161,PRIVADA,1,0,1,14,-0.27%, 1 ,NO
20404175166,PRIVADA,1,0,1,15,27.11%, 1 ,NO
20486024284,PRIVADA,1,0,1,71,5.36%, 1 ,NO
20100704227,PRIVADA,1,0,2,222,18.12%, 1 ,NO
20215229883,PRIVADA,1,0,1,108,10.08%, 1 ,NO
20390900407,PRIVADA,1,0,1,16,13.01%, 1 ,NO
20329689027,PRIVADA,1,0,1,59,10.20%, 1 ,NO
20424718361,PRIVADA,1,0,1,152,2.49%, 1 ,NO
20501827623,PRIVADA,1,Business Services,26,1312,16.00%, 2 ,NO
20193696920,PRIVADA,1,0,5,19,16.26%, 1 ,NO
20121282403,PRIVADA,1,0,1,231,5.10%, 1 ,NO
20258797915,PRIVADA,1,0,1,59,17.31%, 1 ,NO
10166475762,PRIVADA,1,0,1,22,4.55%, 1 ,NO
20100677661,PRIVADA,1,0,1,107,18.69%, 1 ,NO
20100727359,PRIVADA,1,Engineering & Construction,2,95,4.48%, 2 ,NO
20538505618,PRIVADA,1,0,1,18,9.69%, 1 ,NO
20481121966,PRIVADA,1,Consumer,1,1784,22.86%, 2 ,NO
20474948006,PRIVADA,1,0,1,65,-26.82%, 1 ,NO
20515302761,PRIVADA,1,0,1,74,-1.17%, 1 ,NO
20101085199,PRIVADA,1,"Forest, Paper & Packaging",2,429,8.30%, 2 ,SI
20100339936,PRIVADA,1,0,1,67,-3.10%, 1 ,NO
20505669607,PRIVADA,1,0,2,56,15.23%, 1 ,NO
20505920067,PRIVADA,1,0,2,53,8.45%, 1 ,NO
20345681460,PRIVADA,1,0,1,0,-2.99%, 1 ,NO
20527319766,PRIVADA,1,0,1,19,7.91%, 1 ,NO
20452440912,PRIVADA,1,0,1,72,0.19%, 1 ,NO
20555113731,PRIVADA,1,0,1,96,20.04%, 1 ,NO
20171545677,PRIVADA,1,0,1,60,7.65%, 1 ,NO
20438563084,PRIVADA,1,Banking & Capital Markets,3,484,22.86%, 2 ,NO
20600516885,PRIVADA,1,0,1,0,77.53%, 1 ,NO
20255224868,PRIVADA,1,0,2,49,10.18%, 1 ,NO
20100006376,PRIVADA,1,Engineering & Construction,1,77,12.88%, 2 ,SI
